X,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62
LRRC46,0.05625,-0.65175,0.106,-0.03375,0.11175,-0.196,0.8165,0.09225,0.2215,0.35525,0.873,-0.71325,0.0185,1.18775,-1.032,-1.08425,0.4495,0.5725,0.12625,0.07925,-0.38525,-1.0045,-0.26375,0.56,0.0865,-0.055,0.20625,0.6225,0.45225,0.17425,0.09475,-0.6825,-0.368,0.411,0.11175,1.0325,1.39825,-0.05825,-0.02925,0.18825,0.543,0.614,0.14575,1.26175,0.228,0.0785,0.492,-0.505,0.43925,0.4495,0.2345,-0.11575,-0.63725,0.008,-0.02325,-0.59875,0.359,-0.32925,0.682,0.8485,-0.10025,-0.281
CDH19,-0.143833333333333,-0.855333333333333,0.627666666666667,-1.55116666666667,-1.12983333333333,0.227333333333333,0.4085,-0.122166666666667,1.801,-0.556333333333333,-0.634833333333333,-0.632333333333333,-0.961833333333333,0.432166666666667,-1.4286,0.0038,-1.07183333333333,-0.732166666666667,-0.388833333333333,-1.18883333333333,1.24966666666667,0.5354,0.825,-1.89083333333333,1.07166666666667,-0.7275,-0.539833333333333,0.146166666666667,-0.526833333333333,0.647333333333333,1.6805,1.62483333333333,-1.34316666666667,0.2185,-1.16533333333333,-0.012,-0.5745,0.4118,-0.483166666666667,-0.215,0.653,0.0643333333333333,-1.1842,-0.5444,0.0386666666666667,-1.06016666666667,-0.949666666666667,-0.760166666666667,-1.32016666666667,-1.037,-1.1865,-0.1154,0.321666666666667,-2.15633333333333,-1.39566666666667,-0.851333333333333,-0.354333333333333,-2.04333333333333,-2.0455,-0.5475,-1.541,-0.357
C9orf123,0.659833333333333,0.461833333333333,0.603333333333333,0.816833333333333,0.8965,0.391833333333333,0.7075,1.3425,0.817333333333333,0.8525,0.98,0.655333333333333,1.16133333333333,0.9395,-0.0451666666666667,0.845666666666667,0.8855,0.675333333333333,1.04233333333333,1.129,0.236166666666667,0.982666666666667,0.9635,0.991,0.944833333333333,0.953,0.631166666666667,0.310166666666667,0.1395,-0.163666666666667,0.811333333333333,0.9695,0.471166666666667,1.076,0.811333333333333,0.724166666666667,0.0361666666666666,0.614,0.418833333333333,0.1585,0.6925,0.2275,0.463333333333333,-0.809166666666667,0.931833333333334,0.955,0.4255,0.847666666666667,0.590166666666667,0.5195,0.6385,1.32383333333333,0.604166666666667,1.28133333333333,1.089,1.14783333333333,0.4105,0.749666666666667,0.708666666666667,0.5215,0.759666666666667,0.836166666666667
CCBE1,0.84175,0.63625,0.71875,-0.525,0.5645,0.62525,0.24925,0.1125,0.141,0.2145,0.1075,1.62375,-0.04475,-0.20525,-0.631,-1.20025,-0.21025,1.10575,-0.348,-0.08225,0.16075,1.17725,0.346,-0.13225,-0.0225,0.42675,0.63175,-0.04375,-0.11025,0.212,1.44525,2.108,0.75125,0.17725,0.29675,-0.06575,1.38425,-0.368,0.21875,0.6695,0.781,0.1645,0.4255,1.67125,-0.68825,0.165,0.49475,1.65975,0.75625,0.89325,0.02475,0.32275,0.89275,-0.4855,1.21475,0.769,-0.1945,1.2925,0.46825,0.5435,0.62825,0.71525
PER1,1.34416666666667,0.943,2.16116666666667,0.341166666666667,0.608666666666667,1.67683333333333,0.991666666666667,-0.4315,1.50366666666667,0.822333333333333,0.549666666666667,1.43833333333333,-0.165666666666667,-0.319833333333333,2.11233333333333,-0.217166666666667,0.856666666666667,1.31933333333333,0.770166666666667,1.97916666666667,1.344,2.0465,1.07383333333333,0.688833333333333,0.532666666666667,-0.393666666666667,1.611,2.66033333333333,1.72883333333333,0.507666666666667,0.0216666666666667,1.62133333333333,0.765333333333333,1.10966666666667,1.20866666666667,0.238333333333333,-0.513666666666667,0.388,0.477666666666667,0.809166666666667,1.3535,0.799,1.5515,-1.067,1.3195,0.8785,0.553,2.43983333333333,0.8995,0.5205,0.6275,1.6855,2.22266666666667,2.56783333333333,1.74366666666667,2.44316666666667,2.3135,1.2995,-0.859666666666667,0.661666666666667,1.5425,0.311333333333333
TP53TG3,-1.13783333333333,-1.63216666666667,-1.83616666666667,-0.552666666666667,-1.13766666666667,-2.67716666666667,-2.2045,-0.547166666666667,-0.5745,-1.32416666666667,-1.88816666666667,-1.61833333333333,0.748,-1.63916666666667,0.735833333333333,0.121333333333333,1.37,-1.2965,-2.131,-0.776,-0.588833333333333,-1.44883333333333,-0.804666666666667,0.191166666666667,0.461,-0.963666666666667,-1.15133333333333,-0.0778333333333334,-0.6565,-1.7185,0.1455,-1.95766666666667,-1.31983333333333,0.130166666666667,-0.188833333333333,-0.2895,-1.04983333333333,-1.16416666666667,-1.04383333333333,-0.5245,-0.3685,-1.04083333333333,-0.746833333333333,1.10883333333333,-0.474166666666667,-2.66616666666667,-1.275,-2.21616666666667,-1.29766666666667,-0.525833333333333,-0.443833333333333,-1.17033333333333,-1.18716666666667,-0.679,-0.5455,-1.58816666666667,-1.0125,-0.526666666666667,-0.683333333333333,-1.05183333333333,-0.2715,-0.169333333333333
FLJ21986,-0.256125,0.67825,-1.070625,-1.981125,-0.961,0.346375,-1.585875,-1.485125,-1.3855,-0.87075,-1.26825,1.110875,-1.368125,-2.163875,-0.771125,-1.17825,-0.391625,-0.313,-1.495125,-1.988125,0.814625,1.156125,-1.33575,-0.8415,-1.09925,-1.262875,-1.57325,-1.421875,-2.6745,-1.621,-0.19525,0.3495,0.96325,-0.8995,-1.331375,-1.665625,-0.744375,0.134625,-0.803,-0.6945,0.059625,-1.07525,-0.875625,-2.30675,-1.951625,0.946,0.47575,0.183875,-0.46425,-1.6735,-2.174625,0.865375,0.575125,-2.742125,-0.32075,0.877875,-2.53425,1.1115,-0.935625,-1.324875,-0.609625,0.662
UST,0.9807,1.2981,1.8087,0.6033,0.2054,0.6162,0.4126,0.7354,0.6376,0.6101,0.4639,0.3943,0.5768,0.6883,1.0486,0.8021,0.9677,0.8214,0.3805,-0.1588,0.9924,1.4989,0.3916,0.5837,0.3698,0.3418,-0.0941,0.4592,-0.2671,1.0071,1.011,1.7762,0.3091,0.6179,0.7693,0.8935,1.1041,1.9792,1.1238,0.8278,0.5934,-0.0612,0.000799999999999978,-1.25766666666667,0.1049,1.0326,0.703,0.7251,0.9453,1.0475,0.0143,1.5833,1.0439,0.0106,1.2509,1.3191,0.7664,1.5529,0.995,1.173,0.7558,1.7762
APBA3,-0.487,-0.4075,-0.4195,-0.428,-0.4925,-0.584,-0.2685,-0.4225,-0.5305,-0.191,-0.2,-0.4775,-0.271,-0.1055,-0.63,-1.1325,-0.921,-0.8635,-0.47,-0.3035,0.3985,-0.77,-0.986,-0.2515,-0.428,-0.5385,-0.9905,0.0305,-0.322,0.101,-0.4425,-0.6495,-0.397,-0.5335,-0.444,-1.243,-1.5245,-0.908,-0.438,-0.3395,-0.533,-0.509,-1.0735,-0.405,-0.576,-0.3965,-0.691,-0.2335,-0.417,-0.5805,-0.449,-0.702,-0.7715,-0.5585,-0.759,-0.2135,-0.417,-0.252,-1.153,-1.018,-0.4385,-0.0525
EIF3E,0.3265,-0.252333333333333,0.160833333333333,0.657,0.120833333333333,0.0866666666666667,0.031,0.536166666666667,0.000333333333333338,0.689,0.554833333333333,-0.135833333333333,0.614833333333333,0.523833333333333,-0.3815,0.249166666666667,-0.115,-0.291333333333333,0.578333333333333,0.865666666666667,-0.1925,-0.0348333333333333,0.502166666666667,0.399333333333333,0.194,0.268666666666667,0.636333333333333,-0.1425,0.2845,0.0378333333333333,0.0786666666666667,-0.2475,0.232833333333333,0.166333333333333,-0.355333333333333,0.0185,0.373,0.0288333333333333,0.0655,-0.3,-0.47,0.534166666666667,-0.0391666666666667,-1.75633333333333,0.172,-0.564833333333333,-0.128833333333333,-0.147833333333333,0.00616666666666667,0.0121666666666667,0.5515,0.319666666666667,0.0783333333333333,0.8985,0.088,-0.4895,0.0186666666666667,0.133833333333333,0.261666666666667,0.0381666666666667,0.0448333333333333,-0.179333333333333
KDELR2,-0.0467916666666667,0.209583333333333,0.0372916666666666,-0.331125,-0.35825,-0.117958333333333,0.302458333333333,-0.3275,-0.275041666666667,-0.285041666666667,-0.088375,-0.303041666666667,-0.527583333333333,0.145375,-0.034,-0.257291666666667,-0.0972916666666667,0.209083333333333,0.136041666666667,-0.347708333333333,-0.111625,0.169916666666667,0.030875,-0.204,-0.413166666666667,-0.320208333333333,-0.860708333333333,-0.693166666666667,-0.692416666666667,-0.585041666666667,-0.024125,-0.15975,-0.751625,-0.324791666666667,-0.567375,-0.115666666666667,-0.283875,0.30075,-0.126041666666667,-0.208708333333333,-0.0415,-1.06575,-0.371583333333333,-0.43804347826087,-0.468125,0.20575,-0.273666666666667,-0.143916666666667,-0.670791666666667,-0.120791666666667,-0.715541666666667,0.0654583333333334,-0.173708333333333,-0.87475,-0.141708333333333,0.0863333333333334,-0.659541666666667,-0.31425,0.0681249999999999,-0.511083333333333,-0.551458333333333,0.282083333333333
TLE4,0.4411,0.5294,1.2064,1.2043,0.4109,0.1275,0.1655,0.7352,0.4972,0.5017,0.0346,-0.0687,0.7061,0.322,0.0358000000000001,0.0808,0.2571,0.3945,0.635,0.7675,0.1786,-0.0341,0.3479,-0.0975,0.3631,0.8638,0.3152,0.6197,0.2698,0.8124,0.5721,0.2488,0.0992,0.3451,0.6118,-0.0489,0.1506,0.4508,0.3107,0.1412,0.0321,0.1082,0.1005,1.16655555555556,0.3345,0.5378,0.1877,0.4784,0.3769,0.8074,0.2093,-0.1545,-0.7554,0.4964,0.0536,-0.6522,0.8337,-0.1737,0.0705,0.6222,0.131,0.0678
TLK2,-0.35225,-0.39425,-0.662875,-0.324625,-0.505375,-0.409625,-0.700125,-0.558,-0.529625,-0.381625,-0.500375,-0.46675,-0.570625,-0.333,-1.372625,-1.173125,-1.185375,-0.886875,-0.678875,-0.315125,-0.241375,-0.22575,-0.92125,-0.729625,-0.64525,-0.6535,-0.519625,-0.688625,-0.949875,-0.863625,-0.649125,-0.4725,-0.602,-0.62575,-0.745375,-1.258875,-1.382375,-1.0555,-1.153375,-1.126875,-0.671,-0.312625,-0.8755,-0.314625,-0.869375,-0.6015,-0.948125,-0.544375,-1.561125,-1.48375,-0.98325,-0.945875,-0.683,-0.659375,-1.255,-0.282625,-1.090375,-0.839,-1.619375,-1.705375,-0.959,-1.056375
SDF2L1,-0.8245,-1.2015,-1.3795,-1.5955,-1.2275,-1.24,-0.3035,-1.567,-1.309,-1.5315,-0.6905,-2.5205,-1.7785,-1.7335,-1.7535,-0.7485,-0.674,-1.559,-1.205,-1.621,-2.258,-2.5065,-1.4395,-1.0935,-0.667,-1.018,-1.3735,-1.1455,-1.0575,-0.341,-1.031,-1.832,-2.003,-0.916,-1.0155,-0.719,-1.3035,-1.8905,-0.515,-0.5235,-0.5595,-1.222,-1.4165,-0.221,-0.94,-1.0505,-0.7995,-1.073,-1.601,-0.8125,-0.75,-2.056,-2.0395,-1.6585,-1.396,-2.031,-0.9985,-1.7455,-0.6565,-0.801,-1.081,-0.6765
HIBADH,0.812166666666667,1.17816666666667,0.356833333333333,0.532833333333333,0.6735,0.967666666666667,1.224,0.820666666666667,0.5645,0.961333333333333,0.694,1.293,0.585166666666667,0.743333333333333,-0.0936666666666667,0.1445,0.271333333333333,0.397166666666667,0.918833333333333,0.7745,1.02133333333333,1.41733333333333,0.897666666666667,0.580166666666667,0.436333333333333,0.519,0.338833333333333,-0.404166666666667,0.504,-0.276,0.595333333333333,0.96,1.1185,0.791,0.348,0.438666666666667,0.886833333333333,0.888666666666667,0.606666666666667,0.689833333333333,0.434,0.0353333333333333,0.2475,-0.289666666666667,0.451,0.914333333333333,0.633,0.475333333333333,1.02483333333333,0.440333333333333,0.350166666666667,1.38883333333333,1.42016666666667,0.0378333333333333,0.520833333333333,1.51966666666667,0.131,1.39333333333333,0.159,0.0281666666666667,0.132666666666667,0.5935
ARHGAP24,1.96025,2.47425,2.055375,1.53275,1.50925,1.96725,1.77275,1.771,1.84775,1.713625,1.66725,2.4995,1.860375,1.5155,-0.00974999999999998,0.17625,1.49025,2.30025,1.887625,1.422,2.108875,3.10575,1.923,1.63975,1.72,2.01125,1.374375,1.266875,1.014625,1.523125,1.957,2.571,2.16525,1.809125,1.936375,1.5795,0.69375,1.94725,1.456375,2.076625,1.938125,1.723875,1.769375,-0.199714285714286,0.812375,2.468125,2.10125,1.96775,1.928375,1.603625,0.84825,3.1775,2.68425,1.0705,2.512375,2.889125,1.8705,3.342,1.262875,1.182,2.0575,2.783625
C10orf6,-0.290833333333333,-0.0374166666666667,-0.438166666666667,0.190833333333333,-0.1025,-0.657416666666667,-0.0786666666666667,-0.2875,-0.4655,-0.3215,-0.13575,-0.407333333333333,-0.19625,-0.203,-0.233363636363636,-0.888083333333333,-0.363666666666667,-0.404666666666667,-0.0613333333333332,-0.228666666666667,0.00933333333333332,-0.26475,-0.517333333333333,-0.155333333333333,-0.389416666666667,0.0885,-0.641083333333333,-0.668416666666667,-0.923,-0.649416666666667,-0.1605,-0.350083333333333,-0.313666666666667,-0.603333333333333,-0.51975,-0.766166666666667,-0.5687,-0.525090909090909,-0.624833333333333,-0.661,-0.418166666666667,-0.641583333333333,-0.32425,-0.400636363636364,-1.068,-0.368416666666667,-0.6385,-0.463166666666667,-0.868166666666667,-0.911583333333333,-0.579,-0.645545454545454,-0.507,-0.84475,-1.22841666666667,-0.5215,-1.18808333333333,-0.536833333333333,-0.922916666666667,-0.968333333333333,-0.936833333333333,-0.5485
COL11A1,0.5655,-1.42616666666667,-0.933333333333333,0.861166666666667,0.205333333333333,-0.362,-0.112666666666667,1.55666666666667,-0.933166666666667,1.84033333333333,1.09916666666667,-0.2685,0.855333333333333,0.857833333333333,-0.0833333333333334,0.6875,0.911333333333333,0.259833333333333,0.174833333333333,1.31,0.290166666666667,1.04083333333333,-0.00550000000000002,0.714666666666667,1.09516666666667,-0.668333333333333,2.025,1.09116666666667,0.907333333333333,-1.41816666666667,0.4355,-1.0055,0.129,0.747166666666667,0.604,-0.0958333333333333,0.2825,-0.947833333333333,-2.11933333333333,-0.898666666666667,1.201,-0.153333333333333,1.3575,-0.5275,0.9085,0.774833333333333,-0.140333333333333,-0.760833333333333,-0.560666666666667,1.08833333333333,0.706166666666667,-0.4,-2.0315,2.64783333333333,-0.562833333333333,-1.10183333333333,-0.215,-0.564666666666667,1.68116666666667,-0.772,-0.4195,2.21583333333333
UBAP2,-0.771,-0.748333333333333,-0.715333333333333,-0.4895,-0.595166666666667,-0.429333333333333,-0.471,-0.524166666666667,-0.927666666666667,-0.310166666666667,-0.636,-0.5375,-0.6565,-0.525666666666667,-1.52933333333333,-1.66216666666667,-1.19616666666667,-0.973,-0.913833333333333,-0.570333333333333,-0.556833333333333,-0.738,-0.874166666666667,-0.777166666666667,-0.910666666666667,-0.599166666666667,-0.478166666666667,-0.104,-0.720833333333333,-0.510333333333333,-0.941666666666667,-0.644166666666667,-0.955,-0.654833333333333,-0.6895,-1.62333333333333,-2.248,-1.95816666666667,-1.182,-0.987,-0.7585,-0.718,-1.35316666666667,-1.135,-1.35766666666667,-0.729166666666667,-1.0065,-1.00033333333333,-0.839333333333333,-1.067,-1.25183333333333,-1.503,-1.49133333333333,-0.655166666666667,-1.40616666666667,-0.569166666666667,-1.51433333333333,-1.1165,-1.95466666666667,-1.7265,-1.2535,-1.25966666666667
PLA2G12A,-0.16,-0.598,-0.233166666666667,-0.229833333333333,-0.267333333333333,-0.0661666666666667,0.427333333333333,-0.357833333333333,-0.075,-0.104833333333333,-0.0645,-0.332166666666667,-0.209,0.467166666666667,-0.411166666666667,0.0988333333333333,-0.0225,-0.0118333333333333,0.498166666666667,-0.133833333333333,0.173333333333333,0.0358333333333333,-0.343666666666667,0.0201666666666667,-0.549833333333333,-0.2215,-0.115,-0.728333333333333,-0.447166666666667,-0.526333333333333,0.292833333333333,-0.119333333333333,0.023,-0.3975,-0.483,0.1295,-0.084,0.144333333333333,-0.155166666666667,-0.373666666666667,-0.536666666666667,-0.702666666666667,-0.471,0.265166666666667,-0.461833333333333,-0.1325,-0.146166666666667,-0.659166666666667,-0.442,-0.0596666666666667,-0.586166666666667,-0.195,-0.0793333333333333,-0.848666666666667,-0.418666666666667,-0.259166666666667,-0.687833333333333,0.153166666666667,0.235166666666667,-0.581,-0.471666666666667,-0.219
GBP5,3.342,4.05,3.0745,2.776,3.686,2.17475,2.17875,3.07425,2.991,2.24825,3.1595,2.6375,3.55025,2.99775,1.68775,3.83625,3.583,4.07425,4.0605,2.35725,1.60975,3.9765,3.30125,2.30525,3.646,4.3995,2.9,2.2385,2.84925,4.932,3.6645,3.29975,2.49975,3.66275,3.49625,2.68425,2.96275,3.5275,3.53575,4.18225,3.427,2.86225,3.25725,1.3225,2.461,3.1345,3.96,3.34175,2.253,3.60175,2.57,3.6285,2.309,3.206,4.2845,2.7395,2.171,3.479,4.79825,3.218,4.19675,4.27325
NCOA7,1.154125,0.633375,2.14,2.057,1.350625,1.21975,2.375375,2.647,1.23325,2.0605,0.608875,0.422875,0.200125,2.45225,0.577125,1.591,0.460625,0.9435,1.450125,1.2025,0.877375,0.99525,0.956,1.385,0.528,0.740875,1.584125,1.824875,1.608625,2.9415,2.33325,0.93375,1.862125,1.803125,1.4505,2.296,0.954875,2.747875,1.948,2.9835,1.3695,1.131625,1.728375,-0.66925,1.068,0.764875,1.212125,0.9635,0.632,2.47375,-0.067,0.4425,0.3505,0.386125,1.895875,0.355,1.2865,0.664125,1.299875,0.783125,1.238625,0.124625
ANKRD13D,-0.415625,-0.224,-0.6675,-0.708,-0.48025,-0.346625,-1.14875,-0.386375,-0.551125,-0.273375,-0.47075,-0.430125,-0.289125,-0.696625,0.0728749999999999,-1.640625,-0.87875,-0.45825,-1.578,-0.64975,-0.752875,-0.48975,-0.439625,-0.94475,0.15575,-0.623,-0.4695,0.295125,0.099875,0.23725,-0.952625,-0.288375,-0.208875,-0.378875,0.013,-1.069375,-0.74975,-1.312,-0.69675,-0.252,0.214,0.41225,-0.15475,1.188,0.331625,-0.825875,-0.266125,-0.31175,-0.392125,-0.7785,0.207,-0.35075,0.1125,0.38875,-0.377375,-0.27625,0.078375,-0.46525,-1.09525,0.368375,-0.02925,-0.416375
FUT2,0.517333333333333,0.0788333333333333,1.5835,1.311,1.47333333333333,1.01466666666667,0.474,1.5875,0.6085,0.886333333333333,1.16933333333333,0.389333333333333,0.860666666666667,1.773,-0.906833333333333,0.244166666666667,0.583833333333333,1.02,1.82883333333333,0.701833333333333,-0.5038,-0.0376666666666667,1.5085,1.2655,1.41533333333333,1.3735,1.28466666666667,0.689166666666667,0.816666666666667,0.590833333333333,0.836166666666667,0.230833333333333,0.813666666666667,1.232,1.159,1.41433333333333,0.707,0.1596,0.7505,1.175,0.857166666666667,0.641166666666667,0.364666666666667,2.4775,1.06433333333333,0.618166666666667,1.74116666666667,0.795166666666667,0.156333333333333,0.327166666666667,0.908333333333333,0.12425,0.284833333333333,0.937166666666667,1.27416666666667,0.658666666666667,1.5005,0.325333333333333,1.307,1.15116666666667,1.12666666666667,0.195666666666667
FZD4,1.488,2.22016666666667,0.557833333333333,-0.301583333333333,0.9035,2.06375,0.830083333333333,0.2795,0.441,1.34558333333333,0.88125,2.319,0.547833333333333,0.107333333333333,1.1885,0.903,1.85258333333333,1.81841666666667,1.29083333333333,-0.408833333333333,1.94058333333333,2.185,0.800083333333333,0.570416666666667,-0.162,1.23033333333333,0.449833333333333,0.400416666666667,0.00341666666666666,0.128583333333333,2.04816666666667,2.13166666666667,1.717,0.402666666666667,0.61525,0.616083333333333,0.855916666666667,1.66525,1.52025,1.57683333333333,1.67508333333333,0.66525,1.57375,-0.4105,0.1595,2.45358333333333,2.23158333333333,2.23883333333333,1.12541666666667,1.01491666666667,0.412583333333333,2.1855,1.46933333333333,-1.04866666666667,1.62575,1.99933333333333,-0.26225,1.97691666666667,1.69566666666667,0.78575,1.412,2.1065
WIT1,-2.58175,-2.6765,-2.83125,-2.0725,-3.16375,-2.579,-2.07925,-3.08175,-3.113,-3.24875,-2.2155,-2.56275,-3.13275,-2.67575,-2.208,-1.85825,-2.8525,-3.0425,-3.71875,-3.28275,-1.3375,-3.66825,-3.94975,-3.16525,-3.75775,-3.14125,-1.86125,-2.76575,-2.82875,-2.1065,-2.60925,-2.63975,-2.49625,-3.17525,-3.32925,-2.9705,-0.239,-1.43933333333333,-4.78775,-2.30725,-3.044,-3.57125,-3.775,-1.7265,-3.42833333333333,-3.1115,-3.5265,-3.57175,-3.27875,-2.5175,-2.633,-3.475,-3.12675,-3.25975,-2.899,-3.58325,-3.995,-3.1985,-2.75,-3.30175,-3.86425,-2.37825
ATPBD4,0.3835,-0.2795,0.5901,0.6457,0.3918,0.1857,0.6471,0.8461,0.6225,0.2994,0.2617,-0.1993,0.2792,0.3141,-0.5005,0.9174,0.1969,-0.0383,0.6436,0.8572,0.611,0.0543,0.7321,0.4157,0.6183,0.3888,-0.143,-0.3502,0.226,-0.4554,0.898,-0.1593,0.3701,0.9846,0.4626,1.1454,0.5608,0.8719,0.7488,0.3357,-0.5315,-0.5038,0.2353,-0.6419,0.4797,0.00539999999999997,0.152,0.4354,0.1417,0.9364,0.3689,0.4662,0.5776,0.894,0.5741,0.037,0.5079,0.3514,0.7945,0.1263,0.5745,0.2807
C7orf23,0.0625,-0.131,0.0255,0.0625,0.382,-0.1645,0.2495,0.246,0.312,-0.1475,0.203,-0.315,0.3,-0.1855,-0.5035,-0.361,-0.361,-0.455,0.299,0.0305,-0.122,0.012,-0.351,-0.0465,0.235,-0.014,0.051,-0.677,0.0275,0.3815,0.4155,-0.0285,0.387,0.456,0.33,0.4145,0.1785,0.337,-0.0295,-0.0355,-0.114,-0.061,0.3305,-0.354,-0.277,-0.169,-0.496,-0.1375,0.1655,0.366,-0.1,-0.0035,0.4275,0.3185,0.44,0.1125,-0.169,0.544,-0.0035,-0.033,0.0725,0.208
UNQ338,3.59575,3.89175,2.77575,2.19125,3.238,2.22075,2.0685,3.21375,0.46925,2.48625,1.70575,3.693,2.715,1.42275,0.53625,1.42875,3.91125,4.355,1.831,3.9515,2.9105,2.70625,3.46825,2.224,2.77975,3.125,2.00375,2.04075,2.017,1.82925,2.455,3.18375,3.43475,2.27925,2.86,1.50225,1.32525,3.28575,3.78575,3.4505,0.89875,2.44725,2.803,-1.25125,3.06,4.17125,2.662,2.48075,1.14475,3.12425,1.18825,2.673,3.60975,3.068,4.045,2.539,2.43225,3.42875,0.347,2.3055,3.4525,5.20725
STAB2,2.56025,2.4615,2.861,1.062,3.062,2.242,2.3085,3.4705,3.098,2.8385,2.918,2.87875,2.9185,2.4985,5.241,1.8755,2.63325,1.844,3.633,0.9705,0.617,1.01025,3.49925,0.678,3.62725,2.76375,3.0325,2.82775,2.4305,2.28975,3.7285,2.78225,2.3025,2.64825,3.54375,4.21425,1.88775,2.49975,2.769,0.85125,1.6995,3.52575,3.047,0.825,0.97675,4.00125,1.00075,3.58375,3.42575,4.22325,2.12025,-0.115,1.51675,1.39,3.8595,1.95425,2.31275,3.5955,3.43775,2.95775,4.128,1.90275
IRF9,1.54075,1.55675,1.42575,1.4035,2.74625,1.28625,1.10275,1.2465,1.2465,1.06625,1.45875,1.1915,2.2195,1.239,1.3635,0.528,1.208,1.18575,2.1965,0.77375,1.506,1.302,1.3645,0.82075,1.04175,2.4385,1.41475,1.43375,1.32075,2.18975,1.17275,1.619,0.79225,1.22675,1.0865,0.9065,0.81375,1.92675,0.8505,1.29,2.45025,0.459,1.5595,0.953,0.84625,1.7395,1.346,1.14875,1.8165,1.43775,0.9065,1.53925,0.97175,0.56825,1.73875,1.17425,0.66525,1.15125,1.59775,1.0705,1.40075,1.44075
HIST1H3J,-0.86675,-0.98675,-0.58475,-0.5285,-0.60725,-0.6885,0.04675,-0.468,-0.3495,-0.671,-0.462,-1.25625,-0.484,-0.00925000000000001,0.2305,0.40125,0.6575,0.23875,-0.533,0.0635,0.019,-0.566,0.276,0.4985,-0.47825,-0.69325,-0.6655,-0.477,-1.203,-0.68175,-0.1945,-0.84225,-0.8375,-0.47825,-0.75575,-0.384,-1.4425,-0.7565,0.057,-0.22975,-0.50375,-0.31675,-0.44675,-0.7525,-0.36425,-0.74025,-0.54975,-0.6425,-1.09625,-0.165,-0.36225,-0.40825,-0.57425,-0.59,-0.198,-0.73075,-0.61375,-0.608,0.7365,-0.496,-0.5445,0.42525
C9orf3,0.9582,0.2286,1.1162,1.2421,0.9764,0.7567,0.5213,0.5031,1.3973,0.7731,0.8197,0.9564,1.1093,0.4233,0.5527,0.1616,1.1559,0.3166,0.7703,0.6636,0.6909,0.0996,0.6292,0.5889,0.7617,0.494,0.6415,0.4636,0.8239,-0.0781,1.0394,1.5705,0.8401,0.2058,0.88,0.2113,-0.5366,0.9308,1.2467,0.7797,0.5525,0.4573,0.7969,-1.03966666666667,0.8076,0.4677,0.3834,0.3887,0.4431,1.3083,0.4497,0.1289,0.1397,1.2571,0.6124,0.4484,1.018,0.6011,0.2505,0.6169,0.6052,0.3731
MYO1D,0.6055,-0.07425,0.80475,0.58225,0.40675,0.376125,0.892625,0.67625,0.68675,0.63675,0.327125,0.077,0.2825,0.4685,-0.496625,-0.999375,-0.833,-0.0736250000000001,0.347625,0.4765,0.417625,-0.227125,0.2815,0.04375,0.439625,-0.08075,0.179375,1.010875,0.179125,0.13775,1.38777878078145e-17,1.098375,0.25325,0.312,0.136875,-0.719375,-1.1385,0.0448571428571429,-0.25825,0.15875,0.27775,0.27175,0.030625,0.391125,-0.296125,-0.169625,-0.483375,0.257,-0.401375,0.0315,0.1195,-0.063,-0.187,0.5385,-0.038,-0.27175,0.56125,-0.2065,-0.422571428571429,-0.033375,0.08475,-0.2465
WNT7B,0.12,-1.4315,1.3476,0.1299,0.1522,0.4003,0.1906,0.2112,-0.1751,-0.5034,-0.4626,-0.9189,-0.333,0.2287,-0.462125,-0.69325,-1.0019,0.7728,-0.169,-0.1456,-0.089,-1.12277777777778,1.2692,0.2918,-0.6503,-0.2669,-0.1976,0.7435,-0.5141,0.1022,-0.9323,-1.4967,0.0437,-0.4024,0.1298,-0.6421,-0.525,-0.968222222222222,-1.0804,0.2329,0.2026,0.4038,-0.675,0.337444444444444,0.085,-1.1379,-1.0181,-0.6685,-1.6053,-1.0061,-0.5214,-1.9295,-1.3367,-0.7816,-0.5066,-1.4364,0.5127,-1.7718,-1.4892,-1.004,-0.8448,-1.0185
CSNK2A1,-0.7175,-0.371666666666667,-0.701,-0.585666666666667,-0.711833333333333,-0.385833333333333,-0.516,-0.6935,-0.6395,-0.459,-0.519833333333333,-0.458833333333333,-0.652833333333333,-0.4595,-1.00716666666667,-1.17733333333333,-1.16616666666667,-0.9085,-0.815333333333333,-0.5155,-0.605,-0.648833333333333,-0.387333333333333,-0.611833333333333,-0.783833333333333,-0.6715,-0.640833333333333,-0.908166666666667,-0.447,-0.656833333333333,-1.341,-0.425666666666667,-0.593,-0.833,-0.881,-1.10083333333333,-1.00983333333333,-0.776,-1.22966666666667,-1.0365,-0.8155,-0.548666666666667,-0.765833333333333,-0.0938333333333333,-0.842166666666667,-0.761166666666667,-0.865833333333333,-0.88,-0.4895,-1.01366666666667,-0.870666666666667,-0.651833333333333,-0.074,-0.517,-1.0545,-0.634333333333333,-0.552666666666667,-0.358333333333333,-1.15683333333333,-1.26733333333333,-1.25216666666667,-0.998666666666667
