X,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62
DUSP13,-3.163,-2.99575,-3.17975,-2.75175,-3.35125,-2.15625,-1.95775,-2.99075,-2.9865,-2.972,-2.81775,-3.148,-2.98775,-2.44175,-1.98725,-1.78825,-2.3425,-2.825,-3.19925,-2.885,-2.31025,-3.29925,-2.61475,-2.542,-2.72,-2.61225,-2.22425,-2.3755,-2.876,-2.4485,-3.1825,-3.28775,-3.20575,-2.50825,-2.5485,-2.347,-1.521,-2.6395,-2.4615,-2.369,-2.83075,-2.96375,-3.3065,0.54725,-2.43775,-3.13775,-3.30775,-3.044,-3.043,-2.649,-2.49925,-2.90075,-2.544,-3.05625,-2.66625,-2.88275,-3.22775,-2.5905,-1.98575,-2.87,-3.12375,-2.37575
LASS2,-0.0205,-0.127166666666667,0.0978333333333333,-0.214333333333333,-0.115833333333333,0.35,0.145833333333333,-0.3385,0.128833333333333,-0.206666666666667,0.1985,-0.334166666666667,0.129333333333333,-0.00266666666666666,-0.9085,-2.08433333333333,-1.44033333333333,-0.4655,0.276666666666667,-0.4095,-0.6775,-0.406166666666667,0.177166666666667,-0.2945,-0.888,-0.543166666666667,-0.295833333333333,-0.613666666666667,-0.2825,-0.430833333333333,-0.870666666666667,-0.469166666666667,-0.4215,-0.674166666666667,-0.670333333333333,-0.724666666666667,-1.29383333333333,-0.600833333333333,-1.08866666666667,-0.8665,-0.468666666666667,-0.676666666666667,-0.512666666666667,-1.26583333333333,-0.6755,-0.686333333333333,-0.231833333333333,-0.656,-0.484833333333333,-0.6555,-0.581666666666667,-0.460833333333333,-0.650166666666667,-1.08283333333333,-0.959666666666667,-0.7435,0.1655,-0.889666666666667,-0.472,-0.817333333333333,-0.697166666666667,-0.966
TRIM68,0.936333333333333,0.7665,0.4175,1.13133333333333,0.907166666666667,0.379,1.68066666666667,1.1105,1.04383333333333,0.679333333333333,1.03916666666667,1.09866666666667,1.249,1.06916666666667,0.959833333333333,1.10533333333333,1.28283333333333,0.994833333333333,0.831333333333333,0.7765,1.03583333333333,0.912166666666667,1.10166666666667,0.930666666666667,1.13616666666667,0.897666666666667,0.705333333333333,0.6105,0.766666666666667,0.4995,0.928166666666667,0.729,1.02866666666667,1.00966666666667,1.04066666666667,1.44566666666667,0.150166666666667,0.334333333333333,0.890333333333333,0.925166666666667,0.837333333333333,0.815,0.692833333333333,-0.956833333333333,1.11916666666667,1.073,0.881,1.00516666666667,1.28983333333333,0.976833333333333,1.01983333333333,0.959166666666667,1.1295,1.04033333333333,1.35466666666667,0.963,0.999,1.20033333333333,0.878166666666667,1.27733333333333,1.0555,1.23333333333333
UCK2,-1.487,-1.69916666666667,-1.32433333333333,-1.38066666666667,-1.41716666666667,-1.47666666666667,-1.1685,-0.887,-1.43416666666667,-0.991166666666667,-1.4385,-2.4415,-1.42083333333333,-0.858666666666667,-1.908,-1.906,-2.02183333333333,-1.83966666666667,-1.18566666666667,-0.7505,-2.26,-2.62833333333333,-1.3535,-1.12416666666667,-1.32933333333333,-1.22483333333333,-1.2295,-1.23033333333333,-0.767666666666667,-1.00166666666667,-2.10066666666667,-2.15383333333333,-2.71016666666667,-1.148,-1.54583333333333,-1.72883333333333,-2.445,-1.50383333333333,-1.59666666666667,-1.5425,-1.92533333333333,-1.56083333333333,-1.9745,-1.43766666666667,-1.09883333333333,-1.82033333333333,-1.92516666666667,-1.54483333333333,-1.47833333333333,-1.66716666666667,-1.26316666666667,-2.30016666666667,-2.129,-0.974,-1.84266666666667,-1.88516666666667,-0.9645,-2.3205,-2.17333333333333,-2.11583333333333,-1.759,-1.88466666666667
C20orf149,-0.019,-0.6735,-0.0515,0.0745,0.29825,0.44675,0.66075,-0.01675,0.2185,0.40225,0.41175,-0.98675,0.23,0.422,0.582,-0.4215,-0.04075,0.05925,-0.43725,-0.24075,-0.58075,-0.7005,0.023,-0.1305,-0.133,-0.16125,-0.16525,0.79875,-0.289,-0.20875,-0.305,-0.43825,-5e-04,0.0635,-0.21625,-0.28325,-0.931,-0.851,-0.46625,0.04775,0.15825,-0.14075,-0.67,0.84225,-0.72275,-0.423,-0.07075,0.4275,-0.00425,-0.2665,-0.1035,-1.944,-0.68,-0.51,-0.419,-0.453,-0.21625,-0.66875,-0.7645,-0.1615,-0.154,-1.0325
HYAL3,-1.97875,-1.15075,-1.118,-1.22375,-2.23475,-1.78925,-0.72575,-1.0635,-1.847,-0.969,-1.57325,-1.49675,-1.8035,-0.75325,-1.378,-0.9245,-1.39525,-1.1715,-1.2015,-1.7535,-0.962,-1.58125,-1.86925,-0.6025,-2.2175,-1.0315,-1.489,-0.9705,-1.59675,-1.08525,-1.4825,-1.2885,-1.217,-1.1425,-1.32825,-0.98625,-2.0605,-1.73675,-1.04025,-1.65275,-2.116,-1.3075,-1.41675,-0.847,-1.056,-1.30125,-1.4415,-0.93075,-1.1885,-1.25475,-1.04375,-1.517,-1.5165,-1.43225,-1.13875,-0.8985,-0.98975,-1.5105,-1.11575,-1.804,-1.675,-0.6955
DONSON,-3.352,-2.765,-3.55816666666667,-3.147,-3.234,-3.4405,-2.79383333333333,-3.02116666666667,-3.75666666666667,-3.16433333333333,-3.29116666666667,-3.43933333333333,-3.29066666666667,-2.452,-3.1425,-1.8585,-3.11716666666667,-3.30216666666667,-2.70416666666667,-3.91283333333333,-3.05983333333333,-3.35016666666667,-2.942,-3.386,-3.202,-2.7565,-3.12283333333333,-3.2995,-3.19283333333333,-2.19083333333333,-2.77316666666667,-3.267,-3.6125,-3.15633333333333,-3.05166666666667,-2.30783333333333,-3.0475,-3.17266666666667,-2.61033333333333,-2.71466666666667,-3.41516666666667,-3.40833333333333,-2.56483333333333,-2.7455,-3.27183333333333,-3.26533333333333,-3.44083333333333,-3.31416666666667,-2.8605,-2.69683333333333,-3.13333333333333,-3.0315,-3.29916666666667,-3.17516666666667,-2.98183333333333,-3.336,-3.64733333333333,-2.93233333333333,-1.22466666666667,-2.85783333333333,-2.7885,-2.43183333333333
E2F8,-3.13666666666667,-2.44566666666667,-3.4575,-2.56966666666667,-3.02333333333333,-2.74883333333333,-2.8405,-2.89116666666667,-3.54283333333333,-2.67266666666667,-2.65083333333333,-3.57616666666667,-3.52216666666667,-2.36433333333333,-3.1412,-3.5195,-2.97616666666667,-3.2795,-2.754,-3.21033333333333,-1.7625,-3.41833333333333,-2.07466666666667,-3.472,-3.30166666666667,-2.7325,-2.59316666666667,-2.63283333333333,-2.63616666666667,-1.0255,-3.33733333333333,-3.29066666666667,-3.13566666666667,-3.40766666666667,-3.57166666666667,-3.0185,-2.18516666666667,-3.5796,-2.7485,-3.087,-3.64,-4.3275,-2.75266666666667,0.808166666666667,-3.40966666666667,-3.81416666666667,-3.9305,-3.589,-3.22866666666667,-3.07166666666667,-2.99933333333333,-3.10333333333333,-3.0648,-3.3715,-3.72066666666667,-3.99033333333333,-4.56033333333333,-4.4135,-1.62083333333333,-2.4725,-3.75216666666667,-2.382
C20orf116,0.07175,0.185375,0.12475,0.0645,0.16275,0.254375,0.56675,0.072625,0.124375,0.212625,0.283875,0.320125,0.19725,0.389,0.5045,-0.37975,0.017875,0.437875,-0.030125,0.32125,0.1505,0.091375,0.2695,0.641625,0.116375,0.09325,-0.0385,0.39425,0.19125,-0.077125,-0.267125,0.1375,0.365125,0.11375,0.077,-0.013625,-0.2655,-0.118875,-0.161,0.025375,0.330375,0.470625,0.0655,1.045625,0.421375,0.31175,0.3445,0.18225,0.40625,-0.1695,0.123125,0.126,0.49875,0.220125,0.07475,0.367625,0.46725,0.231875,-0.488625,0.13375,0.066875,0.23925
HPN,-0.382,-2.8052,-0.8359,-1.8207,-0.6527,-0.2623,0.9014,-0.7147,-0.5739,-0.7089,-0.2566,-2.8212,0.3416,-0.5316,-1.2179,-2.9846,-1.476,-0.1812,-0.7987,-0.3607,-2.2966,-3.3059,-0.4109,-1.546,-0.8268,-1.0239,-0.2371,-0.0046,0.0044,-1.7204,-1.3484,-2.7269,-1.3671,0.1843,-1.2227,-0.8845,-1.3339,-1.6651,-1.5462,-1.7069,-0.5024,-0.9424,-0.2,-0.0564000000000001,-0.8063,-1.4517,-0.5158,-1.7113,-1.2573,-0.3463,0.5874,-2.6479,-2.3276,0.1143,-0.9584,-2.6328,0.3338,-2.0089,-0.273,-0.9721,-0.9695,-2.4454
TSTA3,-0.747666666666667,-0.425333333333333,-0.361333333333333,-0.8975,-0.795,-0.302833333333333,0.22,-0.293,-0.4875,-0.293,0.1565,-0.920333333333333,-0.2825,0.749333333333333,-0.258833333333333,-1.3625,-0.675333333333333,-0.398,-1.48683333333333,-0.676,-0.527833333333333,-1.0055,0.2375,0.242666666666667,-0.226,-0.389666666666667,-0.610333333333333,0.568333333333333,0.273166666666667,0.0205,-1.3085,-0.343666666666667,-0.588333333333333,-0.398666666666667,-0.451166666666667,-0.635333333333333,-0.387,-0.352666666666667,-0.9655,-0.485333333333333,-0.507666666666667,-0.0123333333333333,0.289,2.27633333333333,0.1565,-0.195,-0.331333333333333,-0.518666666666667,0.427166666666667,-0.296166666666667,-0.408833333333333,-0.846166666666667,0.595166666666667,0.196833333333333,-0.186333333333333,-0.465,0.7035,-0.179666666666667,-0.967166666666667,0.531166666666667,-0.172666666666667,-0.0936666666666667
MAST2,-0.930833333333333,-0.140666666666667,-0.658833333333333,-1.1525,-0.734833333333333,-0.782,-0.679666666666667,-0.920833333333333,-0.925,-0.484166666666667,-0.726666666666667,-0.764833333333333,-0.750666666666667,-0.6195,-0.500833333333333,-1.78366666666667,-1.21283333333333,-0.3055,-1.06116666666667,-0.668833333333333,-0.2025,-0.6755,-0.7705,-0.5935,-0.338666666666667,-0.7895,-0.320833333333333,-0.132666666666667,0.0503333333333333,-0.066,-1.211,-0.444833333333333,-0.820833333333333,-0.521833333333333,-0.566166666666667,-0.9225,-0.598,-1.24266666666667,-0.829,-0.7275,-0.167166666666667,0.0691666666666667,-0.745166666666667,0.841166666666667,-0.6305,-0.7865,-0.353333333333333,-0.398166666666667,-0.344666666666667,-1.07,-0.201,-0.303166666666667,-0.3815,0.0701666666666667,-0.8395,-0.229166666666667,-0.307,-0.637666666666667,-0.8725,-0.0165,-0.618666666666667,-0.373166666666667
PNKP,-0.6075,-0.11725,-0.25225,-0.6995,-0.7205,-0.3745,-0.5455,-0.536,-0.6085,-0.548,-0.5815,-0.09225,-0.713,-0.382,-0.17025,-2.18725,-1.3995,-0.17075,-1.03725,-0.4835,-0.301,-0.472,-0.427,-0.4755,-0.04275,-0.798,-0.407,0.58175,-0.0695,-0.43,-1.488,-0.55925,-0.473,-0.3395,-0.3315,-1.584,-1.52325,-1.11375,-0.96725,-0.62375,0.004,0.005,-0.74375,-0.03875,0.15075,-0.4545,-0.39,-0.21725,-0.4865,-1.1205,0.05575,-0.02275,0.2495,0.339,-0.324,0.08625,0.51325,-0.07025,-1.7425,-0.243,-0.34425,-0.233
ODZ2,2.367375,-3.290625,2.232375,3.254,1.696125,0.626125,2.24325,2.62775,3.07875,2.549625,1.029,-1.92275,2.247125,2.317125,2.515375,3.625375,2.785,1.52,3.103125,3.27875,-0.138,-1.394875,2.7365,1.9045,3.311375,2.304875,2.68275,3.244625,3.111625,2.146125,2.275,0.140125,0.800375,3.17175,2.9575,2.85,1.966125,1.506375,3.366375,0.837875,2.522,2.743375,2.21375,-1.489875,2.32575,1.42325,1.6655,2.504875,1.092375,2.604625,2.20425,-1.685375,-2.509,2.87375,1.177,-2.813125,1.912875,0.963375,1.82925,0.013875,1.859375,-2.08525
S100P,-4.802625,-4.808,-4.51075,-4.766,-5.106125,-1.056625,-2.341625,-4.616875,-4.65575,-5.1195,-4.6745,-4.90675,-4.838,0.348625,-4.136,-3.2225,-3.711,-2.323625,-4.87,-4.568,-5.3795,-3.78825,-2.516625,-4.502875,-4.252,-3.5235,-3.173125,-2.69225,-4.614375,-3.061875,-5.481625,-2.947875,-5.603375,-3.98625,-4.020125,-4.50775,-3.940875,-4.240125,-3.931875,-3.646125,-4.383,-4.26825,-3.658,-0.916375,-4.2105,-3.863125,-4.734875,-4.307375,-4.284,-3.305,-4.178,-4.688875,-3.779375,-4.532125,-3.811625,-4.044125,-4.2635,-4.103125,-1.38125,-4.50475,-4.423875,-2.78625
PROZ,-1.99633333333333,-1.82416666666667,-1.7615,-1.54866666666667,-1.92583333333333,-1.813,-1.69083333333333,-2.25566666666667,-2.0255,-2.24066666666667,-2.058,-1.4465,-1.7485,-1.60183333333333,-1.6085,-1.2835,-1.424,-1.9425,-2.3745,-1.97183333333333,-0.2315,-2.154,-2.10516666666667,-2.10166666666667,-1.92,-1.85683333333333,-2.04766666666667,-1.55783333333333,-2.696,-1.5575,-1.77733333333333,-2.23566666666667,-1.59633333333333,-2.117,-1.85283333333333,-1.7816,-1.07766666666667,-1.7005,-3.077,-2.36716666666667,-2.30533333333333,-1.91983333333333,-1.49716666666667,-0.918,-1.4554,-2.21983333333333,-2.00633333333333,-1.81733333333333,-1.93133333333333,-1.5775,-1.58883333333333,-2.10433333333333,-1.7205,-2.18533333333333,-1.924,-1.90166666666667,-2.6665,-2.12216666666667,-1.71183333333333,-2.2105,-1.861,-2.08366666666667
C19orf40,-0.9125,-1.06783333333333,-1.4695,-1.061,-0.924666666666667,-1.09666666666667,-0.805833333333333,-0.907833333333333,-0.806333333333333,-1.002,-0.792333333333333,-1.45983333333333,-0.928833333333333,-1.09733333333333,-1.56516666666667,-0.720166666666667,-0.798166666666667,-0.472,-1.03133333333333,-0.966666666666667,-0.933833333333333,-1.44466666666667,-0.682666666666667,-1.4825,-0.842166666666667,-0.716333333333333,-1.14433333333333,-1.297,-1.37533333333333,-0.93,-0.884166666666667,-1.307,-0.8145,-0.571166666666667,-0.868166666666667,-0.938,-0.7532,-1.13033333333333,-1.42733333333333,-0.735166666666667,-0.907,-0.983166666666667,-0.683666666666667,0.589833333333333,-0.8555,-0.912166666666667,-1.02933333333333,-1.35216666666667,-0.8385,-0.524166666666667,-1.19783333333333,-0.898333333333333,-1.1535,-0.646166666666667,-0.5515,-1.16616666666667,-0.891,-0.930333333333333,-0.338166666666667,-1.19983333333333,-1.5645,-0.374166666666667
DPYSL2,0.769636363636364,1.2565,1.27813636363636,0.757227272727273,0.354363636363636,0.724863636363636,0.106363636363636,0.875590909090909,0.887545454545454,0.520772727272727,0.287727272727273,0.967227272727273,0.632772727272727,0.558454545454546,1.25031818181818,0.381454545454545,0.6175,0.590454545454546,0.649954545454545,0.982409090909091,1.25945454545455,1.39818181818182,0.684818181818182,0.688409090909091,1.0755,0.7725,0.129227272727273,1.15995454545455,0.2755,0.1295,0.774636363636364,1.11036363636364,0.661545454545455,0.972727272727273,1.03995454545455,0.235227272727273,0.752227272727273,1.06031818181818,1.02159090909091,1.04231818181818,1.27804545454545,0.556318181818182,0.739227272727273,1.51985714285714,0.879318181818182,1.43777272727273,0.905636363636364,1.58831818181818,0.557636363636364,0.553681818181818,0.420590909090909,1.20136363636364,1.21118181818182,0.647136363636364,1.11922727272727,1.40654545454545,0.904727272727273,1.36131818181818,-0.0287727272727273,0.939227272727273,1.26963636363636,1.48513636363636
GOLM1,0.713,-0.157416666666667,0.814916666666667,0.467166666666667,0.925833333333333,0.550833333333333,1.49708333333333,0.8125,0.959,0.768333333333334,1.48858333333333,-1.19983333333333,1.16566666666667,1.40316666666667,0.0335,0.09525,0.108416666666667,0.24625,1.74175,0.539333333333333,-0.931333333333333,-0.9345,0.823333333333334,1.27791666666667,0.147666666666667,0.416833333333333,0.8475,0.39125,0.841333333333333,0.116333333333333,0.380416666666667,-0.604833333333333,-0.447,0.102166666666667,-0.2085,0.733833333333333,-0.171583333333333,0.4965,-0.00883333333333329,0.0729166666666667,0.40975,0.24325,0.282666666666667,0.147583333333333,0.186333333333333,-0.0400833333333333,0.409583333333333,-0.558083333333333,0.309833333333333,0.517,0.554083333333333,-0.669416666666667,-1.851,0.182083333333333,0.059,-1.11575,1.10641666666667,-1.13825,1.38291666666667,0.0800833333333333,0.0830833333333333,-0.22325
GK,-1.661625,-2.191,-1.354125,-1.4495,-1.602375,-1.335,-1.019,-1.4465,-1.572875,-1.673875,-1.283625,-2.1955,-1.441625,-0.7535,-1.2505,-0.88925,-1.082625,-1.13625,-0.9505,-1.386125,-0.46375,-1.774375,-1.42925,-0.66975,-1.716875,-1.5685,-1.866875,-1.39271428571429,-1.771625,-0.979625,-0.885,-2.01375,-1.4165,-1.638125,-1.755125,-1.197625,-1.405,-1.843625,-1.63975,-1.2145,-1.85425,-2.190125,-1.8455,-1.336125,-1.59571428571429,-1.88125,-1.60625,-2.214875,-1.507125,-1.495375,-1.74975,-1.654375,-2.953125,-1.87225,-1.49025,-2.209375,-2.044125,-1.86275,-0.135625,-1.93385714285714,-1.763625,-1.2035
C8orf51,-0.734833333333333,-1.88,-0.804833333333333,-0.452333333333333,-0.569666666666667,-0.515333333333333,-0.00366666666666667,-0.316333333333333,-0.1045,-0.2265,-0.316666666666667,-2.00233333333333,-0.375,-0.037,-1.22,-0.0934000000000001,-0.3495,-0.486,-1.22483333333333,0.0675,-0.235833333333333,-1.8685,1.704,-0.506333333333333,-0.633166666666667,-1.12533333333333,-1.052,0.00166666666666666,-0.633333333333333,-0.6955,-0.862666666666667,-0.930833333333334,-0.8005,-0.155833333333333,-0.739333333333333,-0.266833333333333,-1.7305,-1.81083333333333,-0.7555,-1.08183333333333,-1.20616666666667,-0.977333333333333,-0.973,0.24275,0.0955,-1.11566666666667,-1.275,-1.03466666666667,-0.561,-0.185166666666667,-0.650333333333333,-1.8605,-2.157,-0.461166666666667,-0.571,-1.76583333333333,-1.30266666666667,-1.6275,0.738666666666667,-1.0335,-0.637833333333333,-1.31683333333333
PPM1J,0.21375,-1.24475,0.23375,0.305,-0.15825,1.02525,1.1505,-0.34025,1.06125,0.324,1.0585,-1.3255,1.02075,1.0515,0.224,-2.24,-0.112,0.08325,0.05175,0.2145,-0.23425,-1.824,1.50675,-0.324,0.1615,-0.345,0.19875,0.38925,0.74675,-0.2775,-0.44025,-0.3295,-0.20675,0.15025,-0.0235,-1.101,-1.45975,-0.14325,-0.2235,-0.631,0.216,0.19025,0.253,-1.14625,0.18,-0.07875,0.48775,-0.53,-0.2715,0.31225,0.352,-1.478,-1.447,0.70475,-0.32825,-1.366,0.68725,-1.29175,0.317,-0.23,0.2525,-1.40675
GIMAP8,4.6725,4.87483333333333,3.52033333333333,3.52616666666667,4.33466666666667,4.21483333333333,2.37216666666667,4.153,3.45116666666667,3.50983333333333,3.93766666666667,4.88916666666667,3.9695,2.77983333333333,4.07166666666667,5.38283333333333,4.68783333333333,4.6325,4.41233333333333,3.47633333333333,3.19416666666667,5.02966666666667,4.24766666666667,3.436,4.1195,4.68166666666667,3.92533333333333,3.82083333333333,3.62533333333333,3.75716666666667,4.447,4.92116666666667,4.36916666666667,4.10266666666667,4.05983333333333,4.27033333333333,4.24883333333333,5.2015,4.68683333333333,4.83233333333333,4.673,3.61733333333333,4.55783333333333,3.323,4.19583333333333,5.15233333333333,5.05416666666667,5.08583333333333,4.19466666666667,4.41666666666667,3.58766666666667,5.4375,5.16366666666667,3.946,5.1535,4.75116666666667,3.899,5.1215,4.55483333333333,4.89433333333333,5.58183333333333,5.63983333333333
NR2F1,1.5945,-0.2785,0.361,-0.1025,1.293,-0.992,-0.4115,1.271,0.6285,0.766,1.213,0.457,1.9725,1.3425,1.3075,0.1635,1.9495,1.3055,0.222,-0.1785,0.658,-1.0115,0.731,0.3075,1.5935,1.166,0.401,1.871,0.6145,-0.631,1.165,0.1365,1.5825,1.43,2.179,-0.289,-0.8505,-0.593,-0.1145,0.217,1.2715,2.1015,0.5935,-0.9065,1.248,0.9775,0.1575,1.087,0.1955,0.767,0.9055,-1.123,-0.283,0.4425,0.049,-0.4825,0.2235,0.386,0.3095,0.492,0.8705,-0.2805
ACAD8,0.28375,0.09025,0.0755,0.30025,0.229,0.118,0.712,0.283,0.431,0.463,0.8715,0.5345,0.41975,0.5085,0.01425,0.193,0.4585,0.47125,0.6865,0.845,0.423,0.5885,0.298,0.975,0.6025,0.30975,0.24925,0.253,0.53075,-0.14875,0.6375,0.45675,0.50375,0.3855,0.34225,0.52875,-0.13825,-0.313,0.2255,0.17975,0.33275,0.3235,-0.14725,-0.926,0.46575,0.56825,0.25025,0.4595,0.58175,0.2075,0.421,0.27225,0.861,-0.0935,0.00425,0.625,-0.1725,0.49025,0.16275,0.296,0.1765,0.2265
RBM35A,-0.30425,-2.93475,0.575,0.074,0.24125,0.74775,1.5035,0.5395,0.76425,0.57825,0.68,-2.6295,0.02775,1.46075,-1.10525,0.10525,0.0605,-0.1695,0.40575,0.4525,-1.0065,-3.58275,1.48,0.9135,0.27975,-0.3645,0.044,0.41975,0.18575,-0.024,0.28175,-0.811,-0.789,0.6795,-0.00275,0.90875,-0.41225,0.2925,0.69225,0.32875,-0.83725,-0.28875,-0.64725,-1.84,0.272,-0.79525,-0.74125,-0.6805,0.24375,0.799,0.0855,-2.5295,-3.632,0.0345,0.0405,-3.21925,-0.08925,-1.631,0.42675,-0.9575,-0.41175,-3.15225
SLC39A7,-0.982,-0.75475,-1.49325,-1.52475,-1.3405,-0.73225,-1.308,-1.555,-1.05275,-1.25875,-0.83775,-0.58625,-1.8675,-1.44925,-1.5385,-2.2935,-1.51125,-0.97125,-1.12,-1.24975,-0.90275,-1.08775,-0.77,-1.062,-1.92625,-0.958,-1.35575,-1.3145,-1.8105,-1.718,-1.9895,-0.83725,-1.03025,-1.73125,-1.54275,-2.31425,-2.335,-1.00775,-2.27575,-1.70975,-1.6745,-1.61,-2.3445,-0.7555,-2.03425,-1.979,-1.398,-1.96675,-1.71225,-1.53475,-1.81675,-0.1235,-1.996,-1.462,-2.167,-1.505,-1.5455,-2.183,-2.384,-1.80875,-1.5215,-1.41375
FBXO8,1.4085,1.17175,1.13625,1.44125,1.24925,1.25,1.62075,1.21725,1.52725,1.23425,1.20925,1.292,1.23875,1.036,0.77425,1.219,1.4285,1.07625,1.2675,1.4105,1.29525,1.98775,1.04725,1.40075,0.753,1.1625,0.8055,0.267,0.98775,0.66325,1.70325,1.3535,1.22025,1.25075,1.1695,1.5435,1.261,1.6955,1.33575,1.188,0.96425,0.462,1.10675,-1.1615,1.09075,1.7155,1.197,1.18075,1.5335,1.58875,0.69375,1.73075,1.439,0.952,1.421,1.7445,0.88925,1.57675,1.48175,0.8925,1.3005,1.4385
ILF2,-0.835,-1.16025,-0.6705,-0.83125,-0.6485,-0.81875,-0.3405,-0.7095,-0.72925,-0.381,-0.42525,-1.49875,-0.75,-0.32675,-1.384,-1.18425,-1.28025,-1.09125,-0.56625,-0.7765,-1.39825,-1.339,-0.952,-0.8685,-1.22325,-0.704,-0.94425,-0.90525,-0.81575,-0.30375,-1.15025,-1.07525,-1.4435,-1.04125,-1.2575,-0.9455,-1.21675,-0.92325,-1.12075,-1.141,-1.262,-1.71475,-1.70425,-1.753,-1.17725,-1.248,-1.13025,-1.22775,-1.10625,-0.866,-1.2015,-1.7905,-1.6525,-1.575,-1.4835,-1.3135,-1.25925,-1.658,-1.3965,-1.33475,-1.46425,-1.55275
FGFBP3,-0.129,-0.8765,-0.205125,-0.10825,0.208625,-0.109875,-0.119625,0.0365,-0.14725,-0.441875,-0.287,-1.144,-0.342,-0.240125,-0.588625,0.963,0.0685,-0.41975,0.1345,-0.146125,-0.11575,-1.04675,-0.0935,-0.594375,0.226375,-0.678375,0.161,-0.501625,-0.120125,-0.57575,0.0785,-0.60475,-0.462,0.406875,0.061875,0.3515,0.291875,-0.303375,-0.024125,-0.297875,-0.433875,-0.590125,-0.8775,-1.944625,-0.272,-0.67675,-0.496625,-0.51325,-0.421,0.366625,-0.095125,-0.334625,-0.985375,-0.283,0.140375,-0.883125,-0.680375,-0.625625,0.250125,-0.263875,-0.063625,-0.71925
ZYG11A,-2.0185,-4.87025,-2.28075,-2.8365,-2.172,-3.412,-1.5595,-2.515,-1.32225,-2.08725,-1.7485,-5.04125,-2.039,-1.4295,-1.55,-0.944,-2.21925,-2.21325,-1.8255,-2.743,-2.2715,-5.06825,-2.00625,-1.81475,-1.9115,-2.66375,-1.6085,-2.3725,-2.174,-2.976,-1.391,-2.62275,-2.31425,-2.254,-2.0235,-0.854,-2.43,-1.76875,-2.78175,-2.23175,-1.71825,-2.17425,-2.49025,-2.0865,-2.35475,-2.83325,-1.98375,-3.55125,-2.4585,-1.6555,-2.51525,-4.1275,-4.64475,-2.40625,-2.52925,-5.59425,-2.37425,-3.50625,0.62275,-2.56375,-2.6765,-4.41075
LYRM1,1.124,1.5045,0.78275,0.894,1.04525,1.429,0.84575,0.75025,0.98825,0.78775,1.07625,1.836,0.7775,0.76825,0.36225,0.2935,1.15325,0.82,1.36325,0.842,1.40575,1.40575,0.47125,0.8905,0.41,0.82525,0.2595,-0.3835,0.689,0.14575,1.54625,1.283,1.225,0.74375,0.73175,1.0385,1.0055,1.24225,1.38875,0.83125,0.539,0.32725,1.02375,-2.54025,0.601,1.516,0.9385,0.90625,0.857,1.17975,0.4155,1.47375,1.6625,0.45975,1.13225,1.70725,0.5835,1.70325,0.7145,0.31625,0.721,0.899
DEFB1,2.7665,2.797,3.5555,2.6015,3.3685,3.04,2.899,3.313,2.581,3.231,2.597,3.227,1.4705,3.6005,2.222,6.3185,4.532,4.3585,3.1815,3.385,2.022,4.159,2.0685,3.629,3.532,1.7475,3.006,4.509,3.3055,1.486,3.386,0.9485,2.9545,3.42,3.336,4.344,1.946,1.936,4.773,4.732,4.1705,3.538,2.4265,-1.168,3.817,3.739,3.9485,3.9735,2.723,3.744,3.179,4.0495,4.2875,2.635,4.7705,4.0275,3.829,3.0325,4.3965,5.3035,1.9115,5.4815
TMEM18,0.345125,0.13,0.42325,0.84,0.4495,0.458,0.03675,0.61075,0.61725,0.5625,0.49325,0.78675,0.68275,0.64,-0.044875,0.52625,0.54,0.107875,0.299625,1.236625,0.529,0.21275,0.702625,0.62975,0.777125,0.3025,0.44825,0.239125,0.6525,-0.155,0.19375,0.260875,0.753375,0.754,0.461125,0.444,0.173,0.564875,0.33225,0.17225,-0.1025,0.590625,0.26725,-1.445125,0.78325,0.04925,0.094,0.352,0.5975,0.500875,0.7555,0.343375,0.824125,1.039375,0.650625,0.254125,0.683,0.871125,0.1965,0.381375,0.78675,0.352
EPHA2,0.663333333333333,-0.374833333333333,0.4475,0.107333333333333,-0.203333333333333,-0.250333333333333,-0.679,0.692833333333333,-0.392166666666667,1.21233333333333,-0.488666666666667,0.202833333333333,-0.0535,0.0593333333333333,-0.0358333333333333,-1.51733333333333,-1.611,-0.425166666666667,-0.247166666666667,0.384166666666667,0.781,-0.836666666666667,0.1175,-1.032,-0.481333333333333,-0.228,-0.300666666666667,0.0433333333333333,1.273,-0.113666666666667,-0.729166666666667,-0.930666666666667,-0.213166666666667,-0.0588333333333333,0.411333333333333,-1.12533333333333,-0.9815,0.0253333333333333,-0.215333333333333,0.1615,0.399333333333333,0.709166666666667,0.365833333333333,-0.516,0.356,-0.4825,0.0103333333333333,0.0496666666666667,-0.868333333333333,0.0223333333333334,0.0898333333333333,0.291166666666667,-0.619666666666667,1.047,0.141333333333333,-0.891,1.15466666666667,-0.6695,-0.980166666666667,-0.3045,0.197,-0.376166666666667
